,text,labels
728,parties go anytime,1
729, googledocs folders instead labels like gmail kind like labels,1
730,lemma guess ran 5 miles gym waking kids going beach recording studio,1
731, never knew detention hard 2 get,0
732,pacquiao fight fun home fam melissa sat today mission ikea truly 4 different freeways ge urban,1
733, nail broke haaaaaaaaate,0
734,dang disappointing,0
735,yep,1
736, much longer block party love need go bed wondering time overlolthanks,1
737,thanks moms seed larger already cracked planted hope avalon isnt dud,0
738,anyone want buy anthropomorphic planter available till 31st,1
739, beautiful day outside today shame im stuck office blinds shut stop glare,1
740,wake sun started rain,1
741, creative ado stock walmartcom missed thanks meeting,1
742,hates weather,0
743,cultural tour 102 loiusas family kangaroo sightseeing cemetery lovely,1
744,flapataco nice pleas came,0
745,oh tipped lynn way gets celebrate mothers day first time mother,1
746, chillaxin busy bankholiday hope everybody gd end holiday 12 days,1
747, much better day today finished last twilight book yesterday classes start next week get,1
748,new motorcycle popped cable already wowyou ride har,1
749,check flyer designed notary retrograde let know think,1
750,thanks welcome back,1
751, want experience snow dont snow sucks,0
752, sore head,0
753, office trying solve mystery whose blood bathroom toilet eewwwww,1
754,awwwwi love car soon cut tonight love carly 10yr old sad nowlol,1
755,bryan replied wingnuts,1
756,watching southward another 20 minutes,1
757,thanks amy video awesome see tm yes amazing bounty bounty bounty,1
758,lmaoha simply wanted go ns,1
759, bored cant go abbr stupid ban,0
760,tried shoes new look,1
761, early wan na go back sleep,1
762, dont think sisters refuse get ticket next week,0
763,oh wowhope hes ok u take 2 vet,1
764, died wait magic jack read,1
765,ive women,1
766,haha oh man please come corona would love see everyday instead like year,1
767,jon made one greatest dinners ever roast pork tenderloin bed wild rice bed mixed greens dummy sauce wine,1
768,voodoo raininghad 2 leave beach,0
769,shower class class taking care ladyfriend writing like theres tomorrow,1
770,rockstar photographer shoot went great tonight little different usual stuff nice,1
771,great pics try start selling race photos runners,1
772,goodmorning twitter oh josh woke soon nice lol oh hai twitterverse happy mothersday everybody especially mine,1
773,delay swear took 2 hours get bel air alabama yes love reminiscent trip,1
774,hobby went pick fringe comics today store work store business comic houston 2 web,1
775, world amazing,1
776, idea im completely lost,0
777,gadgetopia need de youre following send email,1
778,www hes cutewish could gone,1
779,got cable set got lock put door feeling tad neglected il,1
780, think may look little silly also camera broken photo,0
781, great talk grace awesome god worksthat somehow started remote controls work,1
782, day breasted,0
783,ill listening,1
784,oh nou dont hit family emergency lil delay cant wait see,1
785,sitting home nothing gon na like weekend,1
786, nevermind txin txin unsalvageable,0
787,flew brisbane lax today great flight love lights shame one drink limit though,1
788, think go sleep considering hav b 3hrs,1
789, told often wash hair would never speak,1
790, spent 2 hours looking blog topic ended inventing error,0
791,seems disappeared life,0
792,app day mom every mom everywhere stroll beaches laterhopefully,1
793,hhh wan na go hhh dunnooooooo confuzzzledd,1
794,kittykat hello new follower haha ya,1
795,haha best thing office birthdays hey,1
796, never knew could miss phone much 4 hours till told wont back till,0
797,lay www well randomly woke cant sleep many things mind,0
798,thats done already one proof theres nothing fair world,0
799, going see long,1
800, better come time count 10 else 1 2 3,1
801,rd take long time review,1
802,3 u know kids de sa well dont really,1
803,gh wan na play dnd know im going fail final need study,0
804,hi following teach chinese lessons youtube pls feel free look wwwyoutubecomchineselearn,1
805, sad saying im fat tears,0
806, thank might take offer,1
807,im trying find driver microsoft lifecam x3000 webcam cant find anywhere anyone links,0
808,finally get lay bit major headache,0
809,yes go see star trek voodoo much fun,1
810,mitchell idea much want call costs loads call england,1
811,stupid accidentally gave honey atomic flavored buffalo wings stomach feels awful im sorry baby,0
812, relaxing thank hope get put feet tomorrow enjoy day,1
813,lesser 100 right,1
814,night,1
815,writing music lit final paper mozart eine kleine nashtmusik mom giving handed im actually rea time,1
816, got crush issue tomorrow friend going india whole summer im back sad,0
817, warm,1
818,ada cara henrik main keys ip di channel v tag straight yg dikasih tasks approach strangers crowd hmm,1
819,well hit seit depends,1
820,www andy,1
821, bodies bagged car boot including cute cross stitch birds craft room man selling sweet,1
822, finished growing clothes church gon na walk dog grab showershave jottonia looks good,1
823,shower time,1
824,coooooooool dooooooooown patience virtue,1
825,got ta drop car parts buddy press dentist,1
826, cant call im work,1
827,going courthouse pay tags taxes carsthis gon na expensive,0
828, tired ready bed really mood salt pepper chicken wings noodles money chinese,0
829, usual two family parties today happy birthday lily,1
830, herefinally ya seriously made day oh fellow hell ruler,1
831,goodnight mac pretty world,1
832,doesnt hangover getting ready good ol english fry,1
833,waiting put story stereo skyline dont know put boooo,1
834,working,1
835, starbucks array,1
836,ginniejean theres lot mojo place yes,1
837,third date went wellmoving fourth,1
838,mad tired hold miss champ champ terribly,0
839, finally starting assignments,1
840,good morning ready start week,1
841,ive read good things bout feeling tonight proxy finish tomorrow star trek,1
842, glad im finally done finals,1
843,watching thing comcast missing boo like crrrrrazy,0
844, rain almost perfect day clothes wet,0
845,1 yeah went 5 days im trying get back november mom super sock stars weekend,1
846, miss u guys pro wont b bk til august runtime come bk anytime b4 ill 4 sure let u,1
847,okay make sure hes alright kk cuidalo let know hes got friend us aha,1
848, round way copy public contacts personal contacts first big deal,1
849,trying figure,1
850,bob7 ill update leave vet tests rays,1
851,went see hannah montana movie saturday loved still cant work twitter though,1
852,lol ive done one b4 im victim 2 lol,0
853, would slip fall dirty school bathroom floor ml,0
854, got confirmed itï¿½s pizzatime ex coworkers fridaylooking forward,1
855,well aisle one cone things around head funny feel bad,1
856,ugg id wan na stop getting texts twitter ils,0
857,cant wait november jobs concert examination,1
858, done always ended selling machine going back mac,1
859, came back watching terminator salvation pathway solo much action feel sorry marcus though,0
860, sitting thru boring bits titanic waiting good bit start couple hours,1
861,fire urban rock challenge,1
862, cant believe thought morning shift today told alex could take airport flight shift,0
863, poor heather didnt make cheerleading squad im sorry babygirl maybe next year,0
864,well,1
865,250e crazzyyyy summer cup ci close rd,1
866, jus love doi night shiftswill done hour,1
867,morning tweepleway early,1
868, upload thing,0
869, know updates really amusing prop auctionhow much baseip bed go,1
870,loves fact theres 5 days school left,1
871,oh hope bad,1
872,awesome heading site grad dinner c u boi,1
873,beer yeah little rough morning tonight tomorrow night goes planned calorie intake charts,0
874,www contrast family send pieces email,1
875,uber bored tm blue shower watch house num3rs vid si si ns bones double ya,1
876, cant,1
877,strongly agrees jason wolverine hugh jackson sorry kids mouse,1
878, okay,1
879,okay okay sleep real goodnight waves followers,1
880,img mom called im late yes gone,0
881, lost internet signal life go,0
882,sorry didnt get chance chat screengrab09 caught glimpse across room dragged home prematurely,0
883,buckle good mate sadly couldnt get pissed tonight driving bad times,1
884, bit tongue blood everywhere,0
885,pulled walmart aunt got went fell asleep 2 hours later r lol,1
886,searching home things cook dinner evening mothers day guess im eating,1
887, cute fun watch,1
888,wake 750 fell back sleep wake 850 back sleep wake 950 im staying awake morning,1
889,great weekend even though site moved plenty things learn keeping faith looking future,1
890,dont know really hurt arm guess book ask dont believe,0
891, going dance recital feel like piece cup cost much money,0
892,tiiiiiiired going bed drinking leads making boys later forget names dont drink kids goodnight,0
893, kind mood reason lol ill try bushy around behave,1
894,thats husbands ol hope braces go eat normally,1
895,keeps getting delayed responses internet messed,0
896, dont tell burns comparison rocky mountains mountains england,1
897, know sad,0
898,good morning twins lets makes today x100 better one start running,1
899, could get away dare ill go buy tomorrow,1
900,thanks man sorted ever remember 222222,1
901,craig hope enjoying moneyits looking real good right,1
902, favourite shirt true 3 grumpy cute b huggle c life party,1
903,ok back packing sitting car charging phone charger left home well,1
904, thanks fr yr congratulatory greeting,1
905,every time friday sadly thats often,0
906,star trek good times,1
907, sun cool,0
908, meeeaaannn people make mistakes ok lol,0
